NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,y_true,y_pred
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,0,0
Revolving loans,Y,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,"Spouse, partner",Pensioner,Incomplete higher,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,SUNDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,WEDNESDAY,XNA,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Revolving loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Lower secondary,Separated,House / apartment,TUESDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Security,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,THURSDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,Y,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,MONDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Government,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Government,0,0
Cash loans,Y,N,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,SUNDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Incomplete higher,Married,House / apartment,FRIDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,SATURDAY,Industry: type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Transport: type 4,0,0
Cash loans,N,N,Family,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Construction,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Single / not married,With parents,THURSDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Separated,Municipal apartment,WEDNESDAY,Security,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,THURSDAY,Police,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,MONDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 3,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Housing,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Incomplete higher,Single / not married,Municipal apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Lower secondary,Married,Municipal apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,N,Family,Working,Secondary / secondary special,Widow,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,N,Family,Working,Higher education,Single / not married,House / apartment,TUESDAY,Other,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Transport: type 4,1,1
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,SUNDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Children,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Agriculture,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Security,0,0
Revolving loans,Y,Y,Unaccompanied,Working,Incomplete higher,Separated,With parents,MONDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,MONDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Other,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,School,0,0
Cash loans,Y,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,THURSDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Family,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Kindergarten,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Housing,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,FRIDAY,Kindergarten,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 7,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,SATURDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Security,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Unaccompanied,Working,Incomplete higher,Separated,With parents,MONDAY,Construction,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Industry: type 9,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,SUNDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,SATURDAY,Government,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 7,0,0
Cash loans,Y,Y,Family,Commercial associate,Secondary / secondary special,Married,Municipal apartment,FRIDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 2,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,Industry: type 3,0,0
Revolving loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Trade: type 7,0,0
Cash loans,N,N,Family,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Transport: type 4,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Trade: type 7,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Kindergarten,0,0
Revolving loans,Y,N,Unaccompanied,Working,Higher education,Separated,House / apartment,SATURDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Self-employed,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed,0,0
Revolving loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Self-employed,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,With parents,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Family,State servant,Higher education,Separated,House / apartment,WEDNESDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,THURSDAY,XNA,0,0
